#Top: top   Floorplan: synth_1   Part: xcku040-ffva1156-2-i
#Generated by: DELL   on: Fri Aug  2 21:06:56 2024
#Build: Vivado v2017.4   by: xbuild   on: Fri Dec 15 20:55:39 MST 2017
#Package Version: FINAL 2014-05-08
#Package Pin Delay Version: VERS. 2.1 2013-09-19

################################################################################
#INVALID / INCOMPLETE PINOUT
#One or more ports below has an ERROR in its "Board Voltage" column.  Run DRCs for more info.
################################################################################

#The following package pin(s) are connected to master PCIE reset pins, and #    should be tied off to LVTTL standard - 
IO Bank,Pin Number,Site,Site Type,Min Trace Delay (ps),Max Trace Delay (ps),Prohibit,Interface,Signal Name,Direction,DiffPair Type,DiffPair Signal,IO Standard,Drive (mA),Slew Rate,OUTPUT_IMPEDANCE,PRE_EMPHASIS,LVDS_PRE_EMPHASIS,EQUALIZATION,Pull Type,DQS_BIAS,DIFF_TERM,OFFCHIP_TERM,Board Signal,Board Voltage,ODT
46,AM29,IOB_X0Y126,IO_L11N_T1U_N9_GC_46,152.129,153.658,,,,,,,,,,,,,,,,,,,,
46,AL29,IOB_X0Y125,IO_L11P_T1U_N8_GC_46,149.246,150.746,,,,,,,,,,,,,,,,,,,,
46,AM30,IOB_X0Y128,IO_L12N_T1U_N11_GC_46,151.837,153.363,,,,,,,,,,,,,,,,,,,,
46,AL30,IOB_X0Y127,IO_L12P_T1U_N10_GC_46,150.980,152.497,,,,,,,,,,,,,,,,,,,,
46,AK30,IOB_X0Y131,IO_L13N_T2L_N1_GC_QBC_46,143.254,144.694,,,,,,,,,,,,,,,,,,,,
46,AJ29,IOB_X0Y130,IO_L13P_T2L_N0_GC_QBC_46,140.404,141.815,,,,,,,,,,,,,,,,,,,,
46,AK32,IOB_X0Y133,IO_L14N_T2L_N3_GC_46,147.826,149.311,,,,,,,,,,,,,,,,,,,,
46,AK31,IOB_X0Y132,IO_L14P_T2L_N2_GC_46,145.087,146.545,,,,,,,,,,,,,,,,,,,,
46,AJ31,IOB_X0Y135,IO_L15N_T2L_N5_AD11N_46,144.996,146.453,,,,,,,,,,,,,,,,,,,,
46,AJ30,IOB_X0Y134,IO_L15P_T2L_N4_AD11P_46,141.633,143.057,,,,,,,,,,,,,,,,,,,,
46,AJ33,IOB_X0Y137,IO_L16N_T2U_N7_QBC_AD3N_46,151.376,152.897,,,,,,,,,,,,,,,,,,,,
46,AH33,IOB_X0Y136,IO_L16P_T2U_N6_QBC_AD3P_46,148.258,149.748,,,,,,,,,,,,,,,,,,,,
46,AH32,IOB_X0Y139,IO_L17N_T2U_N9_AD10N_46,148.378,149.869,,,,,,,,,,,,,,,,,,,,
46,AH31,IOB_X0Y138,IO_L17P_T2U_N8_AD10P_46,139.351,140.751,,,,,,,,,,,,,,,,,,,,
46,AJ34,IOB_X0Y141,IO_L18N_T2U_N11_AD2N_46,159.967,161.575,,,,,,,,,,,,,,,,,,,,
46,AH34,IOB_X0Y140,IO_L18P_T2U_N10_AD2P_46,152.508,154.040,,,,,,,,,,,,,,,,,,,,
46,AL33,IOB_X0Y144,IO_L19N_T3L_N1_DBC_AD9N_46,173.297,175.039,,,,,,,,,,,,,,,,,,,,
46,AL32,IOB_X0Y143,IO_L19P_T3L_N0_DBC_AD9P_46,172.167,173.897,,,,,,,,,,,,,,,,,,,,
46,AP33,IOB_X0Y146,IO_L20N_T3L_N3_AD1N_46,198.576,200.572,,,,,,,,,,,,,,,,,,,,
46,AN33,IOB_X0Y145,IO_L20P_T3L_N2_AD1P_46,189.926,191.835,,,,,,,,,,,,,,,,,,,,
46,AP31,IOB_X0Y148,IO_L21N_T3L_N5_AD8N_46,195.170,197.132,,,,,,,,,,,,,,,,,,,,
46,AN31,IOB_X0Y147,IO_L21P_T3L_N4_AD8P_46,192.707,194.644,,,,,,,,,,,,,,,,,,,,
46,AP34,IOB_X0Y150,IO_L22N_T3U_N7_DBC_AD0N_46,199.955,201.965,,,,,,,,,,,,,,,,,,,,
46,AN34,IOB_X0Y149,IO_L22P_T3U_N6_DBC_AD0P_46,190.738,192.655,,,,,,,,,,,,,,,,,,,,
46,AN32,IOB_X0Y152,IO_L23N_T3U_N9_46,188.169,190.060,,,,,,,,,,,,,,,,,,,,
46,AM32,IOB_X0Y151,IO_L23P_T3U_N8_46,178.914,180.712,,,,,,,,,,,,,,,,,,,,
46,AM34,IOB_X0Y154,IO_L24N_T3U_N11_46,187.441,189.325,,,,,,,,,,,,,,,,,,,,
46,AL34,IOB_X0Y153,IO_L24P_T3U_N10_46,178.728,180.525,,,,,,,,,,,,,,,,,,,,
46,AG27,,VREF_46,,,,,,,,,,,,,,,,,,,,,,
46,AG28,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AJ32,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AK29,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AL26,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AM33,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AN30,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
46,AP27,,VCCO_46,,,,,,,,,,,,,,,,,,,,VCCO_46,0.00-1.80,
47,AA28,IOB_X0Y168,IO_T0U_N12_VRP_47,123.261,124.500,,,,,,,,,,,,,,,,,,,,
47,Y22,IOB_X0Y181,IO_T1U_N12_47,144.046,145.494,,,,,,,,,,,,,,,,,,,,
47,Y21,IOB_X0Y194,IO_T2U_N12_47,120.747,121.961,,,,,,,,,,,,,,,,,,,,
47,U29,IOB_X0Y207,IO_T3U_N12_47,108.219,109.307,,,,,,,,,,,,,,,,,,,,
47,AA23,IOB_X0Y178,IO_L11N_T1U_N9_GC_47,143.559,145.002,,,,,,,,,,,,,,,,,,,,
47,Y23,IOB_X0Y177,IO_L11P_T1U_N8_GC_47,144.494,145.946,,,,,,,,,,,,,,,,,,,,
47,U22,IOB_X0Y187,IO_L15N_T2L_N5_AD11N_47,109.846,110.950,,,,,,,,,,,,,,,,,,,,
47,U21,IOB_X0Y186,IO_L15P_T2L_N4_AD11P_47,112.391,113.521,,,,,,,,,,,,,,,,,,,,
47,T23,IOB_X0Y191,IO_L17N_T2U_N9_AD10N_47,109.596,110.698,,,,,,,,,,,,,,,,,,,,
47,T22,IOB_X0Y190,IO_L17P_T2U_N8_AD10P_47,116.866,118.040,,,,,,,,,,,,,,,,,,,,
47,V28,IOB_X0Y196,IO_L19N_T3L_N1_DBC_AD9N_47,112.454,113.584,,,,,,,,,,,,,,,,,,,,
47,V27,IOB_X0Y195,IO_L19P_T3L_N0_DBC_AD9P_47,123.611,124.853,,,,,,,,,,,,,,,,,,,,
47,U25,IOB_X0Y198,IO_L20N_T3L_N3_AD1N_47,125.794,127.058,,,,,,,,,,,,,,,,,,,,
47,U24,IOB_X0Y197,IO_L20P_T3L_N2_AD1P_47,130.044,131.351,,,,,,,,,,,,,,,,,,,,
47,Y28,IOB_X0Y200,IO_L21N_T3L_N5_AD8N_47,128.305,129.595,,,,,,,,,,,,,,,,,,,,
47,W28,IOB_X0Y199,IO_L21P_T3L_N4_AD8P_47,127.355,128.635,,,,,,,,,,,,,,,,,,,,
47,U27,IOB_X0Y202,IO_L22N_T3U_N7_DBC_AD0N_47,116.321,117.490,,,,,,,,,,,,,,,,,,,,
47,U26,IOB_X0Y201,IO_L22P_T3U_N6_DBC_AD0P_47,119.463,120.663,,,,,,,,,,,,,,,,,,,,
47,W29,IOB_X0Y204,IO_L23N_T3U_N9_47,116.900,118.075,,,,,,,,,,,,,,,,,,,,
47,V29,IOB_X0Y203,IO_L23P_T3U_N8_47,113.678,114.821,,,,,,,,,,,,,,,,,,,,
47,W26,IOB_X0Y206,IO_L24N_T3U_N11_47,135.786,137.151,,,,,,,,,,,,,,,,,,,,
47,V26,IOB_X0Y205,IO_L24P_T3U_N10_47,131.340,132.660,,,,,,,,,,,,,,,,,,,,
47,AA26,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,AB23,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,AC20,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,T21,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,U28,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,V24,,VREF_47,,,,,,,,,,,,,,,,,,,,,,
47,V25,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
47,W22,,VCCO_47,,,,,,,,,,,,,,,,,,,,VCCO_47,1.80,
48,AC29,IOB_X0Y220,IO_T0U_N12_VRP_48,167.354,169.036,,,,,,,,,,,,,,,,,,,,
48,AE31,IOB_X0Y233,IO_T1U_N12_48,174.470,176.223,,,,,,,,,,,,,,,,,,,,
48,AA33,IOB_X0Y246,IO_T2U_N12_48,149.391,150.892,,,,,,,,,,,,,,,,,,,,
48,V32,IOB_X0Y259,IO_T3U_N12_48,157.459,159.042,,,,,,,,,,,,,,,,,,,,
48,AF27,IOB_X0Y209,IO_L1N_T0L_N1_DBC_48,189.416,191.319,,,,,,,,,,,,,,,,,,,,
48,AE27,IOB_X0Y208,IO_L1P_T0L_N0_DBC_48,188.085,189.976,,,,,,,,,,,,,,,,,,,,
48,AD28,IOB_X0Y213,IO_L3N_T0L_N5_AD15N_48,174.374,176.127,,,,,,,,,,,,,,,,,,,,
48,AC28,IOB_X0Y212,IO_L3P_T0L_N4_AD15P_48,171.740,173.466,,,,,,,,,,,,,,,,,,,,
48,AD31,IOB_X0Y230,IO_L11N_T1U_N9_GC_48,174.332,176.084,,,,,,,,,,,,,,,,,,,,
48,AD30,IOB_X0Y229,IO_L11P_T1U_N8_GC_48,177.780,179.566,,,,,,,,,,,,,,,,,,,,
48,Y33,IOB_X0Y248,IO_L19N_T3L_N1_DBC_AD9N_48,161.500,163.124,,,,,,,,,,,,,,,,,,,,
48,W33,IOB_X0Y247,IO_L19P_T3L_N0_DBC_AD9P_48,160.347,161.959,,,,,,,,,,,,,,,,,,,,
48,Y30,IOB_X0Y250,IO_L20N_T3L_N3_AD1N_48,166.796,168.472,,,,,,,,,,,,,,,,,,,,
48,W30,IOB_X0Y249,IO_L20P_T3L_N2_AD1P_48,161.730,163.355,,,,,,,,,,,,,,,,,,,,
48,W34,IOB_X0Y252,IO_L21N_T3L_N5_AD8N_48,160.666,162.281,,,,,,,,,,,,,,,,,,,,
48,V33,IOB_X0Y251,IO_L21P_T3L_N4_AD8P_48,160.516,162.129,,,,,,,,,,,,,,,,,,,,
48,Y32,IOB_X0Y254,IO_L22N_T3U_N7_DBC_AD0N_48,176.831,178.608,,,,,,,,,,,,,,,,,,,,
48,Y31,IOB_X0Y253,IO_L22P_T3U_N6_DBC_AD0P_48,168.131,169.820,,,,,,,,,,,,,,,,,,,,
48,V34,IOB_X0Y256,IO_L23N_T3U_N9_48,163.076,164.715,,,,,,,,,,,,,,,,,,,,
48,U34,IOB_X0Y255,IO_L23P_T3U_N8_48,161.581,163.205,,,,,,,,,,,,,,,,,,,,
48,W31,IOB_X0Y258,IO_L24N_T3U_N11_48,174.666,176.422,,,,,,,,,,,,,,,,,,,,
48,V31,IOB_X0Y257,IO_L24P_T3U_N10_48,165.036,166.695,,,,,,,,,,,,,,,,,,,,
48,AA30,,VREF_48,,,,,,,,,,,,,,,,,,,,,,
48,AB33,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,AC30,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,AD27,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,AE34,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,AF31,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,W32,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
48,Y29,,VCCO_48,,,,,,,,,,,,,,,,,,,,VCCO_48,1.80,
64,AK11,IOB_X1Y12,IO_T0U_N12_64,124.722,125.975,,,,,,,,,,,,,,,,,,,,
64,AJ11,IOB_X1Y25,IO_T1U_N12_64,116.974,118.149,,,,,,,,,,,,,,,,,,,,
64,AJ10,IOB_X1Y38,IO_T2U_N12_64,122.883,124.118,,,,,,,,,,,,,,,,,,,,
64,AM9,IOB_X1Y51,IO_T3U_N12_64,170.979,172.697,,,,,,,,,,,,,,,,,,,,
64,AN11,IOB_X1Y5,IO_L3N_T0L_N5_AD15N_64,123.737,124.980,,,,,,,,,,,,,,,,,,,,
64,AM11,IOB_X1Y4,IO_L3P_T0L_N4_AD15P_64,121.289,122.508,,,,,,,,,,,,,,,,,,,,
64,AH12,IOB_X1Y22,IO_L11N_T1U_N9_GC_64,100.359,101.368,,,,,,,,,,,,,,,,,,,,
64,AG12,IOB_X1Y21,IO_L11P_T1U_N8_GC_64,100.688,101.699,,,,,,,,,,,,,,,,,,,,
64,AF8,IOB_X1Y31,IO_L15N_T2L_N5_AD11N_64,121.633,122.855,,,,,,,,,,,,,,,,,,,,
64,AE8,IOB_X1Y30,IO_L15P_T2L_N4_AD11P_64,119.858,121.063,,,,,,,,,,,,,,,,,,,,
64,AM10,IOB_X1Y40,IO_L19N_T3L_N1_DBC_AD9N_64,167.161,168.841,,,,,,,,,,,,,,,,,,,,
64,AL10,IOB_X1Y39,IO_L19P_T3L_N0_DBC_AD9P_64,167.659,169.344,,,,,,,,,,,,,,,,,,,,
64,AP9,IOB_X1Y42,IO_L20N_T3L_N3_AD1N_64,183.408,185.252,,,,,,,,,,,,,,,,,,,,
64,AN9,IOB_X1Y41,IO_L20P_T3L_N2_AD1P_64,185.568,187.433,,,,,,,,,,,,,,,,,,,,
64,AP8,IOB_X1Y46,IO_L22N_T3U_N7_DBC_AD0N_64,194.977,196.936,,,,,,,,,,,,,,,,,,,,
64,AJ8,IOB_X1Y48,IO_L23N_T3U_N9_64,169.918,171.625,,,,,,,,,,,,,,,,,,,,
64,AJ9,IOB_X1Y47,IO_L23P_T3U_N8_64,168.798,170.494,,,,,,,,,,,,,,,,,,,,
64,AD13,,VREF_64,,,,,,,,,,,,,,,,,,,,,,
64,AF11,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
64,AG8,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
64,AJ12,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
64,AK9,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
64,AM13,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
64,AN10,,VCCO_64,,,,,,,,,,,,,,,,,,,,VCCO_64,2.50,
65,H23,IOB_X1Y64,IO_T0U_N12_A28_65,171.617,173.341,,,,,,,,,,,,,,,,,,,,
65,N23,IOB_X1Y77,IO_T1U_N12_PERSTN1_65,174.526,176.280,,,,,,,,,,,,,,,,,,,,
65,N27,IOB_X1Y90,IO_T2U_N12_CSI_ADV_B_65,208.261,210.354,,,,,,,,,,,,,,,,,,,,
65,K22,IOB_X1Y103,IO_T3U_N12_PERSTN0_65,152.497,154.030,,,,,,,,,,,,,,,,,,,,
65,J25,IOB_X1Y59,IO_L4N_T0U_N7_DBC_AD7N_A25_65,191.675,193.602,,,,,,,,,,,,,,,,,,,,
65,J24,IOB_X1Y58,IO_L4P_T0U_N6_DBC_AD7P_A24_65,191.865,193.793,,,,,,,,,,,,,,,,,,,,
65,H24,IOB_X1Y63,IO_L6N_T0U_N11_AD6N_A21_65,191.121,193.042,,,,,,,,,,,,,,,,,,,,
65,J23,IOB_X1Y62,IO_L6P_T0U_N10_AD6P_A20_65,190.415,192.329,,,,,,,,,,,,,,,,,,,,
65,N26,IOB_X1Y79,IO_L13N_T2L_N1_GC_QBC_A07_D23_65,193.666,195.612,,,,,,,,,,,,,,,,,,,,
65,P26,IOB_X1Y78,IO_L13P_T2L_N0_GC_QBC_A06_D22_65,195.485,197.450,,,,,,,,,,,,,,,,,,,,
65,P25,IOB_X1Y81,IO_L14N_T2L_N3_GC_A05_D21_65,191.328,193.250,,,,,,,,,,,,,,,,,,,,
65,P24,IOB_X1Y80,IO_L14P_T2L_N2_GC_A04_D20_65,191.774,193.701,,,,,,,,,,,,,,,,,,,,
65,P21,IOB_X1Y94,IO_L20N_T3L_N3_AD1N_D09_65,152.589,154.123,,,,,,,,,,,,,,,,,,,,
65,R22,IOB_X1Y96,IO_L21N_T3L_N5_AD8N_D07_65,154.675,156.230,,,,,,,,,,,,,,,,,,,,
65,R21,IOB_X1Y95,IO_L21P_T3L_N4_AD8P_D06_65,152.892,154.429,,,,,,,,,,,,,,,,,,,,
65,K21,IOB_X1Y102,IO_L24N_T3U_N11_DOUT_CSO_B_65,178.255,180.047,,,,,,,,,,,,,,,,,,,,
65,K20,IOB_X1Y101,IO_L24P_T3U_N10_EMCCLK_65,180.177,181.988,,,,,,,,,,,,,,,,,,,,
65,H25,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,J21,,VREF_65,,,,,,,,,,,,,,,,,,,,,,
65,J22,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,L26,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,M23,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,N20,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,P27,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
65,R24,,VCCO_65,,,,,,,,,,,,,,,,,,,,VCCO_65,ERROR: conflicting voltage requirements--run DRCs for details,
66,A8,IOB_X1Y116,IO_T0U_N12_VRP_66,211.479,213.604,,,,,,,,,,,,,,,,,,,,
66,L9,IOB_X1Y129,IO_T1U_N12_66,139.080,140.478,,,,,,,,,,,,,,,,,,,,
66,F12,IOB_X1Y142,IO_T2U_N12_66,142.670,144.103,,,,,,,,,,,,,,,,,,,,
66,E12,IOB_X1Y155,IO_T3U_N12_66,151.219,152.739,,,,,,,,,,,,,,,,,,,,
66,E8,IOB_X1Y105,IO_L1N_T0L_N1_DBC_66,186.902,188.781,,,,,,,,,,,,,,,,,,,,
66,F8,IOB_X1Y104,IO_L1P_T0L_N0_DBC_66,186.801,188.678,,,,,,,,,,,,,,,,,,,,
66,A9,IOB_X1Y107,IO_L2N_T0L_N3_66,214.417,216.572,,,,,,,,,,,,,,,,,,,,
66,B9,IOB_X1Y106,IO_L2P_T0L_N2_66,208.247,210.340,,,,,,,,,,,,,,,,,,,,
66,C8,IOB_X1Y109,IO_L3N_T0L_N5_AD15N_66,188.849,190.747,,,,,,,,,,,,,,,,,,,,
66,D8,IOB_X1Y108,IO_L3P_T0L_N4_AD15P_66,188.211,190.102,,,,,,,,,,,,,,,,,,,,
66,A10,IOB_X1Y111,IO_L4N_T0U_N7_DBC_AD7N_66,210.680,212.797,,,,,,,,,,,,,,,,,,,,
66,B10,IOB_X1Y110,IO_L4P_T0U_N6_DBC_AD7P_66,200.865,202.884,,,,,,,,,,,,,,,,,,,,
66,C9,IOB_X1Y113,IO_L5N_T0U_N9_AD14N_66,186.529,188.404,,,,,,,,,,,,,,,,,,,,
66,D9,IOB_X1Y112,IO_L5P_T0U_N8_AD14P_66,186.739,188.616,,,,,,,,,,,,,,,,,,,,
66,D10,IOB_X1Y115,IO_L6N_T0U_N11_AD6N_66,186.703,188.579,,,,,,,,,,,,,,,,,,,,
66,E10,IOB_X1Y114,IO_L6P_T0U_N10_AD6P_66,186.917,188.795,,,,,,,,,,,,,,,,,,,,
66,K8,IOB_X1Y118,IO_L7N_T1L_N1_QBC_AD13N_66,151.051,152.569,,,,,,,,,,,,,,,,,,,,
66,L8,IOB_X1Y117,IO_L7P_T1L_N0_QBC_AD13P_66,152.874,154.411,,,,,,,,,,,,,,,,,,,,
66,H9,IOB_X1Y120,IO_L8N_T1L_N3_AD5N_66,150.389,151.900,,,,,,,,,,,,,,,,,,,,
66,J9,IOB_X1Y119,IO_L8P_T1L_N2_AD5P_66,148.862,150.358,,,,,,,,,,,,,,,,,,,,
66,H8,IOB_X1Y122,IO_L9N_T1L_N5_AD12N_66,158.906,160.503,,,,,,,,,,,,,,,,,,,,
66,J8,IOB_X1Y121,IO_L9P_T1L_N4_AD12P_66,161.411,163.033,,,,,,,,,,,,,,,,,,,,
66,J10,IOB_X1Y124,IO_L10N_T1U_N7_QBC_AD4N_66,137.521,138.903,,,,,,,,,,,,,,,,,,,,
66,K10,IOB_X1Y123,IO_L10P_T1U_N6_QBC_AD4P_66,144.040,145.487,,,,,,,,,,,,,,,,,,,,
66,F9,IOB_X1Y126,IO_L11N_T1U_N9_GC_66,152.491,154.023,,,,,,,,,,,,,,,,,,,,
66,G9,IOB_X1Y125,IO_L11P_T1U_N8_GC_66,153.072,154.610,,,,,,,,,,,,,,,,,,,,
66,F10,IOB_X1Y128,IO_L12N_T1U_N11_GC_66,154.894,156.451,,,,,,,,,,,,,,,,,,,,
66,G10,IOB_X1Y127,IO_L12P_T1U_N10_GC_66,152.874,154.411,,,,,,,,,,,,,,,,,,,,
66,G11,IOB_X1Y131,IO_L13N_T2L_N1_GC_QBC_66,136.483,137.855,,,,,,,,,,,,,,,,,,,,
66,H11,IOB_X1Y130,IO_L13P_T2L_N0_GC_QBC_66,135.756,137.120,,,,,,,,,,,,,,,,,,,,
66,G12,IOB_X1Y133,IO_L14N_T2L_N3_GC_66,138.121,139.510,,,,,,,,,,,,,,,,,,,,
66,H12,IOB_X1Y132,IO_L14P_T2L_N2_GC_66,135.458,136.819,,,,,,,,,,,,,,,,,,,,
66,J11,IOB_X1Y135,IO_L15N_T2L_N5_AD11N_66,121.348,122.568,,,,,,,,,,,,,,,,,,,,
66,K11,IOB_X1Y134,IO_L15P_T2L_N4_AD11P_66,121.183,122.401,,,,,,,,,,,,,,,,,,,,
66,K13,IOB_X1Y137,IO_L16N_T2U_N7_QBC_AD3N_66,115.270,116.428,,,,,,,,,,,,,,,,,,,,
66,L13,IOB_X1Y136,IO_L16P_T2U_N6_QBC_AD3P_66,116.100,117.267,,,,,,,,,,,,,,,,,,,,
66,K12,IOB_X1Y139,IO_L17N_T2U_N9_AD10N_66,115.705,116.868,,,,,,,,,,,,,,,,,,,,
66,L12,IOB_X1Y138,IO_L17P_T2U_N8_AD10P_66,118.525,119.716,,,,,,,,,,,,,,,,,,,,
66,H13,IOB_X1Y141,IO_L18N_T2U_N11_AD2N_66,129.016,130.312,,,,,,,,,,,,,,,,,,,,
66,J13,IOB_X1Y140,IO_L18P_T2U_N10_AD2P_66,121.895,123.120,,,,,,,,,,,,,,,,,,,,
66,D11,IOB_X1Y144,IO_L19N_T3L_N1_DBC_AD9N_66,150.297,151.807,,,,,,,,,,,,,,,,,,,,
66,E11,IOB_X1Y143,IO_L19P_T3L_N0_DBC_AD9P_66,142.564,143.997,,,,,,,,,,,,,,,,,,,,
66,B12,IOB_X1Y146,IO_L20N_T3L_N3_AD1N_66,166.305,167.977,,,,,,,,,,,,,,,,,,,,
66,C12,IOB_X1Y145,IO_L20P_T3L_N2_AD1P_66,161.631,163.255,,,,,,,,,,,,,,,,,,,,
66,B11,IOB_X1Y148,IO_L21N_T3L_N5_AD8N_66,158.461,160.053,,,,,,,,,,,,,,,,,,,,
66,C11,IOB_X1Y147,IO_L21P_T3L_N4_AD8P_66,157.268,158.848,,,,,,,,,,,,,,,,,,,,
66,E13,IOB_X1Y150,IO_L22N_T3U_N7_DBC_AD0N_66,142.821,144.256,,,,,,,,,,,,,,,,,,,,
66,F13,IOB_X1Y149,IO_L22P_T3U_N6_DBC_AD0P_66,138.751,140.146,,,,,,,,,,,,,,,,,,,,
66,A12,IOB_X1Y152,IO_L23N_T3U_N9_66,160.893,162.510,,,,,,,,,,,,,,,,,,,,
66,A13,IOB_X1Y151,IO_L23P_T3U_N8_66,163.173,164.813,,,,,,,,,,,,,,,,,,,,
66,C13,IOB_X1Y154,IO_L24N_T3U_N11_66,152.531,154.064,,,,,,,,,,,,,,,,,,,,
66,D13,IOB_X1Y153,IO_L24P_T3U_N10_66,153.519,155.061,,,,,,,,,,,,,,,,,,,,
66,B13,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,C10,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,F11,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,G8,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,J12,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,K9,,VCCO_66,,,,,,,,,,,,,,,,,,,,VCCO_66,0.00-1.80,
66,L10,,VREF_66,,,,,,,,,,,,,,,,,,,,,,
67,C29,IOB_X1Y168,IO_T0U_N12_VRP_67,181.091,182.911,,,,,,,,,,,,,,,,,,,,
67,A23,IOB_X1Y181,IO_T1U_N12_67,163.045,164.684,,,,,,,,,,,,,,,,,,,,
67,A22,IOB_X1Y194,IO_T2U_N12_67,149.562,151.065,,,,,,,,,,,,,,,,,,,,
67,H22,IOB_X1Y207,IO_T3U_N12_67,123.888,125.133,,,,,,,,,,,,,,,,,,,,
67,E27,IOB_X1Y157,IO_L1N_T0L_N1_DBC_67,171.341,173.063,,,,,,,,,,,,,,,,,,,,
67,F27,IOB_X1Y156,IO_L1P_T0L_N0_DBC_67,171.264,172.985,,,,,,,,,,,,,,,,,,,,
67,B27,IOB_X1Y159,IO_L2N_T0L_N3_67,171.467,173.190,,,,,,,,,,,,,,,,,,,,
67,C27,IOB_X1Y158,IO_L2P_T0L_N2_67,171.736,173.462,,,,,,,,,,,,,,,,,,,,
67,D29,IOB_X1Y161,IO_L3N_T0L_N5_AD15N_67,191.272,193.194,,,,,,,,,,,,,,,,,,,,
67,E28,IOB_X1Y160,IO_L3P_T0L_N4_AD15P_67,188.199,190.091,,,,,,,,,,,,,,,,,,,,
67,A29,IOB_X1Y163,IO_L4N_T0U_N7_DBC_AD7N_67,198.720,200.718,,,,,,,,,,,,,,,,,,,,
67,B29,IOB_X1Y162,IO_L4P_T0U_N6_DBC_AD7P_67,190.476,192.391,,,,,,,,,,,,,,,,,,,,
67,C28,IOB_X1Y165,IO_L5N_T0U_N9_AD14N_67,180.486,182.299,,,,,,,,,,,,,,,,,,,,
67,D28,IOB_X1Y164,IO_L5P_T0U_N8_AD14P_67,173.019,174.758,,,,,,,,,,,,,,,,,,,,
67,A28,IOB_X1Y167,IO_L6N_T0U_N11_AD6N_67,183.014,184.854,,,,,,,,,,,,,,,,,,,,
67,A27,IOB_X1Y166,IO_L6P_T0U_N10_AD6P_67,179.430,181.233,,,,,,,,,,,,,,,,,,,,
67,D26,IOB_X1Y170,IO_L7N_T1L_N1_QBC_AD13N_67,163.238,164.879,,,,,,,,,,,,,,,,,,,,
67,E26,IOB_X1Y169,IO_L7P_T1L_N0_QBC_AD13P_67,160.426,162.038,,,,,,,,,,,,,,,,,,,,
67,A25,IOB_X1Y172,IO_L8N_T1L_N3_AD5N_67,175.222,176.983,,,,,,,,,,,,,,,,,,,,
67,B25,IOB_X1Y171,IO_L8P_T1L_N2_AD5P_67,163.186,164.826,,,,,,,,,,,,,,,,,,,,
